,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
"gene_id ""PDENDC454_18513""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18513""; ",366.9826508,-1.01035543,0.298503182,-3.384739223,0.000712459,0.018982449,44down
"gene_id ""PDENDC454_18593""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18593""; ",87.56706776,-2.629566859,0.408102245,-6.443402098,1.17E-10,7.86E-08,44down
"gene_id ""PDENDC454_18438""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18438""; ",760.1676444,-1.737536516,0.521541765,-3.331538589,0.000863673,0.021720979,44down
"gene_id ""PDENDC454_18443""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_18443""; ",111.8068488,-2.666805578,0.68127208,-3.914450121,9.06E-05,0.003727396,44down
"gene_id ""PDENDC454_17868""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17868""; ",161.1908128,-1.929835107,0.619030755,-3.117510871,0.001823852,0.036088134,44down
"gene_id ""PDENDC454_17883""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17883""; ",441.10751,-2.778448093,0.737060657,-3.769632888,0.000163488,0.006026655,44down
"gene_id ""PDENDC454_17573""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17573""; ",981.6920364,-1.759542537,0.398770308,-4.412421138,1.02E-05,0.00064724,44down
"gene_id ""PDENDC454_17678""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17678""; ",243.4494688,-1.432140623,0.472140707,-3.033291987,0.002419014,0.044371443,44down
"gene_id ""PDENDC454_17433""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17433""; ",66.44887916,-1.89147292,0.596786082,-3.169432024,0.001527372,0.031985662,44down
"gene_id ""PDENDC454_17438""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_17438""; ",398.7850722,-1.563285063,0.41733151,-3.745907094,0.000179743,0.006456298,44down
"gene_id ""PDENDC454_16928""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16928""; partial ""true""; ",1239.832708,-2.02172937,0.421571705,-4.795695125,1.62E-06,0.000155801,44down
"gene_id ""PDENDC454_16563""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16563""; ",231.0402961,-2.942421594,0.629067476,-4.677433992,2.90E-06,0.000248159,44down
"gene_id ""PDENDC454_16568""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16568""; ",97.50923476,-4.53335437,0.811985266,-5.583050037,2.36E-08,5.53E-06,44down
"gene_id ""PDENDC454_16573""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16573""; ",64.97538859,-2.903274526,0.747136821,-3.885867281,0.000101965,0.004095349,44down
"gene_id ""PDENDC454_16208""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_16208""; partial ""true""; ",195.2940803,-2.132192694,0.494443807,-4.312305393,1.62E-05,0.000966135,44down
"gene_id ""PDENDC454_15904""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15904""; ",2715.652701,-1.954946834,0.486478402,-4.018568611,5.86E-05,0.002764307,44down
"gene_id ""PDENDC454_15909""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15909""; ",3300.654675,-2.019196083,0.472928296,-4.269560735,1.96E-05,0.001133451,44down
"gene_id ""PDENDC454_15974""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15974""; ",2498.864273,-1.404876016,0.410170365,-3.425103654,0.000614565,0.016789788,44down
"gene_id ""PDENDC454_15842""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15842""; ",650.5924106,-1.345044594,0.386111926,-3.483561382,0.00049479,0.014394367,44down
"gene_id ""PDENDC454_15617""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15617""; ",132.9035297,-4.616917651,0.734217187,-6.288217888,3.21E-10,1.73E-07,44down
"gene_id ""PDENDC454_15357""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15357""; ",109.1293126,-1.708254665,0.505357277,-3.38029102,0.000724091,0.019197333,44down
"gene_id ""PDENDC454_15362""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15362""; ",833.5307351,-2.353765774,0.456521074,-5.155875402,2.52E-07,3.40E-05,44down
"gene_id ""PDENDC454_15367""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15367""; ",721.8427154,-1.01676514,0.315176844,-3.22601473,0.001255269,0.02874833,44down
"gene_id ""PDENDC454_15132""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_15132""; ",3044.09025,-1.397813842,0.459844339,-3.039754378,0.002367712,0.04379046,44down
"gene_id ""PDENDC454_14922""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14922""; ",375.7008837,-1.201733408,0.370929808,-3.239786565,0.001196192,0.027749592,44down
"gene_id ""PDENDC454_14477""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14477""; ",169.9540083,-1.65869932,0.521450498,-3.180933427,0.001468014,0.031231816,44down
"gene_id ""PDENDC454_14747""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14747""; ",297.5605789,-2.333451841,0.698643616,-3.339974471,0.000837861,0.021473178,44down
"gene_id ""PDENDC454_14752""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14752""; ",232.7614907,-2.981174531,0.63059258,-4.727576293,2.27E-06,0.000200471,44down
"gene_id ""PDENDC454_14757""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14757""; ",244.5147958,-3.786663947,0.715191442,-5.294615852,1.19E-07,2.01E-05,44down
"gene_id ""PDENDC454_14337""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14337""; ",281.8751281,-1.336581748,0.348343675,-3.836962873,0.000124565,0.004788646,44down
"gene_id ""PDENDC454_14382""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14382""; ",364.8166509,-4.835237437,1.344308899,-3.596820226,0.000322131,0.010021438,44down
"gene_id ""PDENDC454_13700""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13700""; ",229.3034722,-1.408967779,0.412143535,-3.418633704,0.000629364,0.017021289,44down
"gene_id ""PDENDC454_13705""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13705""; ",401.4917549,-1.007220142,0.318007677,-3.167282479,0.001538708,0.032098159,44down
"gene_id ""PDENDC454_13505""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13505""; ",14.52680756,-4.728381173,1.496264655,-3.160123549,0.001577023,0.032395172,44down
"gene_id ""PDENDC454_12625""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12625""; ",127.451557,-2.34451659,0.595850647,-3.934738683,8.33E-05,0.003577611,44down
"gene_id ""PDENDC454_12785""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12785""; ",671.7036541,-1.824131367,0.351715381,-5.18638498,2.14E-07,2.96E-05,44down
"gene_id ""PDENDC454_12790""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12790""; ",15.45654565,-4.59192251,0.967827149,-4.744568813,2.09E-06,0.000190606,44down
"gene_id ""PDENDC454_12830""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12830""; ",1668.556734,-1.217962634,0.28445598,-4.281726242,1.85E-05,0.001084877,44down
"gene_id ""PDENDC454_12855""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12855""; ",6967.266241,-1.418566669,0.289209644,-4.904977064,9.34E-07,0.00010263,44down
"gene_id ""PDENDC454_12860""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12860""; ",2738.22716,-1.500708859,0.299993388,-5.002473127,5.66E-07,6.62E-05,44down
"gene_id ""PDENDC454_12865""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12865""; ",22575.57284,-1.344174339,0.358363819,-3.750865091,0.000176226,0.006408417,44down
"gene_id ""PDENDC454_12870""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12870""; ",13850.27806,-1.136705862,0.291805772,-3.895419384,9.80E-05,0.003966856,44down
"gene_id ""PDENDC454_12900""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12900""; ",508.2493646,-1.405311068,0.381906596,-3.679724531,0.000233486,0.008055268,44down
"gene_id ""PDENDC454_12905""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12905""; ",28.26429206,-2.481874445,0.749218755,-3.312616547,0.000924276,0.022714401,44down
"gene_id ""PDENDC454_13000""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13000""; ",709.7804567,-1.046210119,0.257428218,-4.064084842,4.82E-05,0.002296699,44down
"gene_id ""PDENDC454_12400""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12400""; ",179.4440474,-2.11296392,0.470132347,-4.494402337,6.98E-06,0.000475289,44down
"gene_id ""PDENDC454_12405""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_12405""; ",2450.620877,-1.904715842,0.263910165,-7.217288656,5.30E-13,1.39E-09,44down
"gene_id ""PDENDC454_11930""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_11930""; ",63.95063646,-2.117439668,0.538812319,-3.929827871,8.50E-05,0.003577611,44down
"gene_id ""PDENDC454_10320""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_10320""; ",760.0392163,-1.619071912,0.347284691,-4.662088346,3.13E-06,0.000263228,44down
"gene_id ""PDENDC454_09590""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_09590""; ",153.2149952,-2.248951363,0.461425122,-4.873924841,1.09E-06,0.000117761,44down
"gene_id ""PDENDC454_08250""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08250""; ",607.0935433,-1.754113643,0.441346954,-3.974455078,7.05E-05,0.003190331,44down
"gene_id ""PDENDC454_08420""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08420""; ",4396.611889,-1.58553802,0.251705081,-6.299189558,2.99E-10,1.73E-07,44down
"gene_id ""PDENDC454_08425""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08425""; ",2606.926895,-1.236937707,0.270220568,-4.57751132,4.71E-06,0.000362878,44down
"gene_id ""PDENDC454_08430""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08430""; ",2429.331846,-1.309315138,0.292546263,-4.4755832,7.62E-06,0.000512656,44down
"gene_id ""PDENDC454_08435""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08435""; ",2574.129647,-1.391129844,0.280195657,-4.964851565,6.88E-07,7.87E-05,44down
"gene_id ""PDENDC454_08540""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08540""; ",827.8790811,-1.550910052,0.340975749,-4.548446787,5.40E-06,0.000393055,44down
"gene_id ""PDENDC454_08560""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08560""; ",181.5755248,-1.272447073,0.359875543,-3.535797572,0.000406546,0.012155728,44down
"gene_id ""PDENDC454_08565""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08565""; ",499.5304814,-1.262190332,0.300242858,-4.203897933,2.62E-05,0.001452503,44down
"gene_id ""PDENDC454_08035""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_08035""; ",35.24091763,-5.178125407,1.39452523,-3.713181587,0.00020467,0.007199566,44down
"gene_id ""PDENDC454_07290""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07290""; ",7618.91533,-1.2612992,0.384535974,-3.280055148,0.001037868,0.025048455,44down
"gene_id ""PDENDC454_07295""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07295""; ",1588.365222,-1.524763672,0.427170595,-3.569449041,0.000357733,0.011065045,44down
"gene_id ""PDENDC454_07300""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07300""; ",4127.517445,-1.555418458,0.374107947,-4.157672863,3.22E-05,0.001696417,44down
"gene_id ""PDENDC454_07315""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07315""; ",55958.84694,-1.289363602,0.375389376,-3.434736526,0.00059313,0.016540035,44down
"gene_id ""PDENDC454_07325""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_07325""; ",18097.85488,-1.224652152,0.381726429,-3.208193245,0.001335717,0.029804782,44down
"gene_id ""PDENDC454_06695""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06695""; ",15.7540547,-3.130665305,0.941891107,-3.323808114,0.000887973,0.02202336,44down
"gene_id ""PDENDC454_06700""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06700""; ",69.26835767,-1.81956627,0.49523469,-3.674149458,0.000238643,0.008180744,44down
"gene_id ""PDENDC454_06760""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06760""; ",74.56342978,-1.968882351,0.516388241,-3.812794705,0.000137404,0.005207814,44down
"gene_id ""PDENDC454_06004""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06004""; ",377.2976063,-1.109439655,0.354295317,-3.131398025,0.001739762,0.03506301,44down
"gene_id ""PDENDC454_06024""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06024""; ",494.2094002,-1.105288685,0.286974753,-3.851518902,0.000117387,0.004559736,44down
"gene_id ""PDENDC454_06179""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_06179""; ",168.8009621,-1.723575598,0.356844696,-4.830044036,1.37E-06,0.000136048,44down
"gene_id ""PDENDC454_05601""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_05601""; ",519.1393018,-1.474719143,0.323092633,-4.564384918,5.01E-06,0.000379742,44down
"gene_id ""PDENDC454_04571""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04571""; ",156.9713735,-2.951691447,0.599405355,-4.924366164,8.46E-07,9.49E-05,44down
"gene_id ""PDENDC454_04841""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04841""; ",5037.037268,-1.135119711,0.299037718,-3.795908149,0.000147104,0.005460093,44down
"gene_id ""PDENDC454_04846""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04846""; ",9566.243456,-1.267757464,0.281505235,-4.503495159,6.68E-06,0.00046123,44down
"gene_id ""PDENDC454_04851""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04851""; ",11881.15423,-1.102693759,0.285728079,-3.859241843,0.000113739,0.004501067,44down
"gene_id ""PDENDC454_05221""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_05221""; ",911.9255141,-1.544503099,0.319219918,-4.838366943,1.31E-06,0.000134996,44down
"gene_id ""PDENDC454_03784""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03784""; ",291.5902918,-1.21356743,0.266511083,-4.553534573,5.28E-06,0.000393055,44down
"gene_id ""PDENDC454_03944""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03944""; ",191.6219173,-1.469341075,0.359283653,-4.089640767,4.32E-05,0.002153008,44down
"gene_id ""PDENDC454_03954""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03954""; ",185.7214471,-1.16545421,0.317771413,-3.667586709,0.000244851,0.008287959,44down
"gene_id ""PDENDC454_04059""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_04059""; ",8208.047652,-1.383866399,0.380015142,-3.641608569,0.00027094,0.008891452,44down
"gene_id ""PDENDC454_03295""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03295""; ",260.7190913,-1.582448937,0.290746577,-5.442708744,5.25E-08,1.18E-05,44down
"gene_id ""PDENDC454_03300""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03300""; ",2325.448458,-2.067681407,0.341229858,-6.059497308,1.37E-09,4.90E-07,44down
"gene_id ""PDENDC454_03305""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03305""; ",219.3632745,-1.339717722,0.328924145,-4.073029424,4.64E-05,0.002291328,44down
"gene_id ""PDENDC454_03310""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03310""; ",135.5702136,-1.384170435,0.412804559,-3.353089024,0.00079915,0.020777899,44down
"gene_id ""PDENDC454_03355""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03355""; ",376.237463,-1.578495615,0.505471252,-3.122819763,0.001791274,0.035706063,44down
"gene_id ""PDENDC454_03360""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03360""; ",133.9147646,-2.088684328,0.694623367,-3.006930701,0.002638999,0.046631274,44down
"gene_id ""PDENDC454_03365""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03365""; ",171.2167424,-1.608837089,0.441116879,-3.647190044,0.000265124,0.008808003,44down
"gene_id ""PDENDC454_03370""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03370""; ",217.4308031,-2.058343379,0.673745977,-3.055073351,0.002250055,0.042341941,44down
"gene_id ""PDENDC454_03380""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03380""; ",263.0308495,-3.129339404,0.70276276,-4.452910117,8.47E-06,0.000562879,44down
"gene_id ""PDENDC454_03400""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03400""; ",186.5945254,-1.288859825,0.393160155,-3.278205607,0.001044693,0.025100608,44down
"gene_id ""PDENDC454_03455""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03455""; ",65.07457149,-2.601654903,0.72126223,-3.607086015,0.000309655,0.009745985,44down
"gene_id ""PDENDC454_03480""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03480""; ",1269.463294,-1.669716357,0.380853526,-4.384143095,1.16E-05,0.000720342,44down
"gene_id ""PDENDC454_03535""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03535""; ",258.2291594,-1.597287103,0.364973426,-4.376447676,1.21E-05,0.000737757,44down
"gene_id ""PDENDC454_03575""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03575""; ",559.4080822,-2.36999127,0.349288505,-6.785196857,1.16E-11,1.04E-08,44down
"gene_id ""PDENDC454_03025""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_03025""; ",73.64194515,-1.91689041,0.594862861,-3.222407272,0.001271183,0.028989437,44down
"gene_id ""PDENDC454_02195""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02195""; ",107.9490593,-2.059769067,0.627487823,-3.282564204,0.001028676,0.025048455,44down
"gene_id ""PDENDC454_02200""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02200""; ",101.2291968,-1.787144923,0.595908882,-2.999023803,0.002708461,0.047481888,44down
"gene_id ""PDENDC454_02235""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02235""; ",286.3672263,-1.543049463,0.516060385,-2.990056024,0.002789263,0.048425202,44down
"gene_id ""PDENDC454_02135""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_02135""; ",59.30621858,-2.217435248,0.661236439,-3.353468014,0.000798056,0.020777899,44down
"gene_id ""PDENDC454_01205""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01205""; ",316.3877287,-1.765621134,0.449312863,-3.929602909,8.51E-05,0.003577611,44down
"gene_id ""PDENDC454_01210""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01210""; ",140.933469,-1.43345461,0.479192412,-2.99139672,0.002777045,0.048369107,44down
"gene_id ""PDENDC454_01215""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01215""; ",250.5920507,-1.520459707,0.41724322,-3.644060912,0.00026837,0.008861145,44down
"gene_id ""PDENDC454_01225""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01225""; ",170.6969386,-1.487846196,0.456851648,-3.25673816,0.001127003,0.026509569,44down
"gene_id ""PDENDC454_01380""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_01380""; ",13564.13707,-1.243553287,0.391314676,-3.177885636,0.001483533,0.031340158,44down
