GeneID,20XA,20XB,20XD,20VB,20VC,20VD,44XC,44XD,44XE,44VA,44VC,44VE
"gene_id ""PDENDC454_21102""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21102""; ",892,685,722,558,1367,793,611,533,809,633,494,458
"gene_id ""PDENDC454_21107""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21107""; ",121,118,126,97,181,139,60,72,81,45,55,80
"gene_id ""PDENDC454_21112""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21112""; ",603,711,441,384,610,498,319,418,473,428,368,379
"gene_id ""PDENDC454_21117""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21117""; ",83,29,48,29,37,18,126,94,336,187,44,48
"gene_id ""PDENDC454_21122""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21122""; ",6532,5744,3706,4375,10546,4961,1498,1609,2004,2119,1078,1186
"gene_id ""PDENDC454_21127""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21127""; ",3265,3658,3205,2299,4546,3028,2195,2421,2709,2047,2145,2460
"gene_id ""PDENDC454_21132""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21132""; ",327,364,270,213,295,270,133,181,193,131,174,227
"gene_id ""PDENDC454_21137""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21137""; ",2678,2711,2315,1971,3772,2676,1607,1831,2416,1665,1432,1562
"gene_id ""PDENDC454_21142""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21142""; ",1464,1254,1196,874,2040,1179,847,740,1381,776,561,486
"gene_id ""PDENDC454_21147""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21147""; ",199,191,134,97,230,161,92,94,171,152,88,79
"gene_id ""PDENDC454_21152""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21152""; ",1444,1617,1173,861,1695,1180,977,871,1442,994,851,775
"gene_id ""PDENDC454_21157""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21157""; ",11883,16307,12595,14045,23290,15880,4017,4330,5493,5440,3918,3829
"gene_id ""PDENDC454_21162""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21162""; ",30785,33647,29021,26035,42848,30133,8824,8708,10636,10610,7916,8604
"gene_id ""PDENDC454_21167""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21167""; ",19931,23391,19216,18484,29236,21701,5593,6044,7342,7300,5243,5351
"gene_id ""PDENDC454_21172""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21172""; ",39,20,19,11,12,8,47,36,27,21,13,19
"gene_id ""PDENDC454_21177""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21177""; ",343,188,227,110,119,117,150,99,276,144,46,45
"gene_id ""PDENDC454_t21234""; transcript_id """"; gbkey ""Gene""; gene_biotype ""tRNA""; locus_tag ""PDENDC454_t21234""; ",180,119,158,117,171,148,176,98,211,320,60,86
"gene_id ""PDENDC454_21182""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21182""; ",13,14,10,9,10,2,13,10,18,22,2,11
"gene_id ""PDENDC454_21187""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21187""; ",85,55,82,32,75,65,54,30,93,78,32,73
"gene_id ""PDENDC454_21192""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21192""; ",29,20,13,15,13,32,21,25,14,16,15,37
"gene_id ""PDENDC454_21197""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21197""; ",119,99,68,48,103,44,79,77,185,140,29,87
"gene_id ""PDENDC454_21202""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21202""; ",344,288,208,177,390,332,194,156,302,166,139,142
"gene_id ""PDENDC454_21207""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21207""; ",811,682,609,537,1098,681,453,444,649,529,308,440
"gene_id ""PDENDC454_21212""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21212""; ",938,829,641,567,1067,634,617,556,746,597,484,498
"gene_id ""PDENDC454_21217""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21217""; ",241,187,252,104,336,210,124,198,225,229,132,123
"gene_id ""PDENDC454_21222""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21222""; ",1769,1144,1415,963,1851,1440,1004,869,1912,1457,738,480
"gene_id ""PDENDC454_21227""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21227""; ",16,10,9,3,12,13,2,6,4,12,1,17
"gene_id ""PDENDC454_20982""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20982""; ",209,147,171,99,267,134,51,66,175,177,43,71
"gene_id ""PDENDC454_20987""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20987""; ",5,11,3,8,5,5,2,5,10,5,2,0
"gene_id ""PDENDC454_20992""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20992""; ",116,101,67,48,140,72,56,46,77,49,31,23
"gene_id ""PDENDC454_20997""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20997""; ",1703,2044,2131,1297,2029,1365,1855,2167,2017,1908,2174,1731
"gene_id ""PDENDC454_21002""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21002""; ",69,46,77,21,51,51,30,63,36,55,43,47
"gene_id ""PDENDC454_21007""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21007""; ",179,217,152,105,137,165,209,122,130,122,98,173
"gene_id ""PDENDC454_21012""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21012""; ",69,111,69,45,110,53,103,134,90,81,51,147
"gene_id ""PDENDC454_21017""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21017""; ",0,15,17,12,17,0,36,25,24,57,23,50
"gene_id ""PDENDC454_21022""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21022""; ",10,9,24,13,11,4,33,38,11,36,16,33
"gene_id ""PDENDC454_21027""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21027""; ",110,171,55,121,154,92,94,79,103,95,36,82
"gene_id ""PDENDC454_21032""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21032""; ",58,66,67,45,88,79,104,81,64,67,25,78
"gene_id ""PDENDC454_21037""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21037""; ",77,51,37,55,99,91,70,82,81,72,26,93
"gene_id ""PDENDC454_21042""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21042""; ",34,36,33,40,50,75,86,34,67,35,8,47
"gene_id ""PDENDC454_21047""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21047""; ",281,908,254,716,1445,806,191,267,494,147,170,269
"gene_id ""PDENDC454_21052""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_21052""; ",118,414,93,399,696,523,82,145,287,75,83,102
"gene_id ""PDENDC454_20902""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20902""; ",78,71,38,48,66,48,124,99,214,189,20,55
"gene_id ""PDENDC454_20907""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20907""; ",642,589,459,389,775,395,437,544,952,528,409,444
"gene_id ""PDENDC454_20912""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20912""; ",154,131,135,58,125,87,238,212,300,168,73,171
"gene_id ""PDENDC454_20917""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20917""; ",610,767,609,539,895,517,289,421,315,244,285,423
"gene_id ""PDENDC454_20922""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20922""; ",2130,2266,1643,1703,2476,1898,797,917,869,692,619,1041
"gene_id ""PDENDC454_20927""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20927""; ",254,289,236,208,344,186,237,119,229,128,154,247
"gene_id ""PDENDC454_20932""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20932""; ",215,239,153,134,225,110,146,118,193,135,142,187
"gene_id ""PDENDC454_20937""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20937""; ",395,369,290,218,375,261,209,209,190,208,188,359
"gene_id ""PDENDC454_20942""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20942""; ",22,22,27,39,55,22,28,38,34,15,11,28
"gene_id ""PDENDC454_20947""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20947""; ",88,55,45,42,86,71,173,124,370,219,39,67
"gene_id ""PDENDC454_20952""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20952""; ",72,50,27,32,44,35,44,52,42,57,19,74
"gene_id ""PDENDC454_20957""; transcript_id """"; gbkey ""Gene""; gene ""argS""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20957""; ",3071,2759,2555,1661,2913,2056,1498,1641,1912,1548,1349,1862
"gene_id ""PDENDC454_20962""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20962""; ",464,571,504,480,702,469,510,532,639,287,408,425
"gene_id ""PDENDC454_20967""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20967""; ",141,218,220,213,304,262,195,201,180,151,140,234
"gene_id ""PDENDC454_20972""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20972""; ",4234,2527,1936,5873,12520,4018,2049,1784,1968,1332,1772,2166
"gene_id ""PDENDC454_20977""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20977""; ",1068,465,1509,116,387,118,1358,1398,1610,1393,1441,1940
"gene_id ""PDENDC454_20807""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20807""; partial ""true""; ",118,117,120,54,114,103,129,86,197,101,47,45
"gene_id ""PDENDC454_20812""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20812""; ",227,138,168,61,148,137,84,108,274,150,80,70
"gene_id ""PDENDC454_20817""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20817""; ",13,14,1,4,21,10,17,41,6,12,0,18
"gene_id ""PDENDC454_20822""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20822""; ",292,448,321,259,466,358,128,196,259,168,172,222
"gene_id ""PDENDC454_20827""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20827""; ",1223,1417,1113,919,1833,1301,712,711,798,570,757,959
"gene_id ""PDENDC454_20832""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20832""; ",258,208,281,159,331,209,119,176,221,178,156,151
"gene_id ""PDENDC454_20837""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20837""; ",2455,2257,1462,1410,2753,1487,1114,1128,1264,1271,805,894
"gene_id ""PDENDC454_20842""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20842""; ",2319,2318,1795,1438,3056,1845,814,1008,1635,1209,940,745
"gene_id ""PDENDC454_20847""; transcript_id """"; gbkey ""Gene""; gene ""rnpA""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20847""; ",165,110,98,91,218,226,118,82,157,90,35,87
"gene_id ""PDENDC454_20852""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20852""; ",994,813,721,521,1183,775,673,419,670,825,220,360
"gene_id ""PDENDC454_20857""; transcript_id """"; gbkey ""Gene""; gene ""dnaA""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20857""; ",1355,994,1026,697,1427,947,813,833,1133,1244,568,639
"gene_id ""PDENDC454_20862""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20862""; ",926,866,694,508,871,540,483,666,655,493,578,545
"gene_id ""PDENDC454_20867""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20867""; ",151,137,124,135,129,108,68,124,88,98,100,130
"gene_id ""PDENDC454_20872""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20872""; ",704,615,738,429,890,600,480,469,643,532,492,555
"gene_id ""PDENDC454_20877""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20877""; ",257,170,200,101,243,154,129,152,208,141,78,66
"gene_id ""PDENDC454_20882""; transcript_id """"; gbkey ""Gene""; gene ""gyrB""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20882""; ",4610,4200,3606,2920,5305,3260,2070,2156,2640,2105,1689,2062
"gene_id ""PDENDC454_20887""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20887""; ",110,89,68,129,137,125,1113,709,1793,335,200,314
"gene_id ""PDENDC454_20892""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20892""; ",9268,8251,6757,6555,13557,7684,4260,4339,6924,4954,3214,3273
"gene_id ""PDENDC454_20897""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20897""; ",1064,954,1043,633,1272,752,618,558,767,565,460,499
"gene_id ""PDENDC454_20672""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20672""; ",543,525,370,327,551,445,231,256,247,261,253,351
"gene_id ""PDENDC454_20677""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20677""; ",765,595,730,1005,1432,917,267,351,1270,290,149,179
"gene_id ""PDENDC454_20682""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20682""; ",16,29,37,13,39,18,569,518,814,240,214,278
"gene_id ""PDENDC454_20687""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20687""; ",278,228,242,220,365,223,91,155,146,97,86,112
"gene_id ""PDENDC454_20692""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20692""; ",595,587,698,555,898,582,397,385,470,425,329,489
"gene_id ""PDENDC454_20697""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20697""; ",878,926,832,703,1234,726,471,506,613,456,528,791
"gene_id ""PDENDC454_20702""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20702""; ",837,746,709,546,956,571,276,372,438,360,215,312
"gene_id ""PDENDC454_20707""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20707""; ",161,125,83,97,117,89,59,56,100,93,41,80
"gene_id ""PDENDC454_20712""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20712""; ",1145,1154,1046,621,1282,830,509,412,729,585,539,585
"gene_id ""PDENDC454_20717""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20717""; ",328,352,366,146,384,242,129,189,230,207,144,173
"gene_id ""PDENDC454_20722""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20722""; ",1019,1026,897,649,1322,791,737,734,1123,804,631,870
"gene_id ""PDENDC454_20727""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20727""; ",347,231,215,138,363,218,234,196,535,402,140,117
"gene_id ""PDENDC454_20732""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20732""; ",488,284,204,229,449,249,146,116,321,242,76,116
"gene_id ""PDENDC454_20737""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20737""; ",5334,5153,3366,3348,5590,3566,1319,1493,3979,2409,755,675
"gene_id ""PDENDC454_20742""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20742""; ",185,229,239,186,368,212,143,123,114,119,89,137
"gene_id ""PDENDC454_20747""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20747""; ",114,84,121,82,164,122,71,89,47,96,54,99
"gene_id ""PDENDC454_20752""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20752""; ",19,9,13,5,15,6,36,24,43,37,10,35
"gene_id ""PDENDC454_20757""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20757""; ",32,5,16,13,9,24,39,45,13,32,4,30
"gene_id ""PDENDC454_20762""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20762""; ",27,16,29,17,28,40,87,43,47,62,9,79
"gene_id ""PDENDC454_20767""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20767""; ",135,174,189,210,237,169,158,156,206,151,170,216
"gene_id ""PDENDC454_20772""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20772""; ",128,151,170,139,216,120,131,120,138,86,125,124
"gene_id ""PDENDC454_20777""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20777""; ",256,285,267,226,420,243,126,124,88,114,85,194
"gene_id ""PDENDC454_20782""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20782""; ",71,55,42,62,192,97,141,42,230,65,25,55
"gene_id ""PDENDC454_20787""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20787""; ",334,303,235,245,411,307,240,148,282,184,84,136
"gene_id ""PDENDC454_20792""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20792""; ",851,881,952,639,1266,823,451,392,660,482,361,464
"gene_id ""PDENDC454_20797""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20797""; ",831,955,876,741,1326,879,531,536,526,370,380,513
"gene_id ""PDENDC454_20802""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20802""; partial ""true""; ",11,7,2,1,21,5,7,12,1,16,4,10
"gene_id ""PDENDC454_20582""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20582""; ",230,279,150,86,200,94,159,139,128,115,152,209
"gene_id ""PDENDC454_20587""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20587""; ",4371,4341,4830,3005,5349,3966,3895,5608,5981,3667,7592,3290
"gene_id ""PDENDC454_20592""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20592""; ",292,253,422,194,464,244,198,225,270,248,233,268
"gene_id ""PDENDC454_20597""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20597""; ",1014,921,833,574,1091,693,666,734,827,492,607,759
"gene_id ""PDENDC454_20602""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20602""; ",1150,1343,1005,1017,1627,1004,833,841,977,864,716,950
"gene_id ""PDENDC454_20607""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20607""; ",396,462,473,354,540,373,312,307,448,330,306,348
"gene_id ""PDENDC454_20612""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_20612""; ",1983,2080,1933,1353,2272,1491,1284,1500,1915,1248,1420,1336
